path,ann,sharpe,mdd,split,model,strategy,scenario,transform,portfolio_value,target_frac,hold_frac,return_mode,execution_lag,market_timing_mode,dynamic_min_mult,min_adv_cny,adv_participation_cap,rebalance_band,predictor,weight_mode,reliability
backtest_results_test_plan_share_ledger_stress_3x\execution_constraint_sweep_summary.csv,29.509480728743533,0.959813482147763,0.2210333222439323,,,,,,1000000.0,0.004,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_test_plan_share_ledger_stress_3x\top_by_sharpe.csv,29.509480728743533,0.959813482147763,0.2210333222439323,,,,,,1000000.0,0.004,0.06,,0.0,legacy,,3000000.0,0.05,,,,
_archive_results_20260604\backtest_results_temporal_retention_20260531\h3h5h7_longonly_val_market_dynamic_t30h80\temporal_retention_summary.csv,26.56820921316143,0.9546559841624588,0.1378198118511689,,,,,,,0.3,0.8,,,dynamic,,,,,,equal,
_archive_results_20260604\backtest_results_temporal_retention_20260531\h3h5h7_longonly_val_market_legacy_hold90\temporal_retention_summary.csv,31.300888078063814,0.9481430707021504,0.1758682613952322,,,,,,,0.2,0.9,,,legacy,,,,,,equal,
_archive_results_20260604\backtest_results_temporal_retention_20260531\h3h5h7_longonly_val_market_dynamic_one\temporal_retention_summary.csv,26.85227486009758,0.9416841318571112,0.1399412237898399,,,,,,,0.2,0.8,,,dynamic,,,,,,equal,
backtest_results_v9_retention_20260531\avgw3_val_target3_open_to_open_exec1m_cap5_min10\open_execution_summary.csv,32.808147655544914,0.938471774595056,0.2111843547425416,,,,,,1000000.0,0.03,0.5,open_to_open,0.0,legacy,,10000000.0,0.05,,,,
backtest_results_v9_retention_20260531\final_dynamic_min0p20_val_target3_hold50_open_to_open_exec1m_2xcost\open_execution_summary.csv,28.579622551097337,0.9364089568704697,0.1627028126709649,,,,,,1000000.0,0.03,0.5,open_to_open,0.0,dynamic,,20000000.0,0.05,,,,
backtest_results_v9_retention_20260531\avgw3_val_target3_execution_cap5_min20_lag1_hold50\execution_constrained_summary.csv,28.913226647989564,0.9353587413350876,0.1775497078382646,,,,,,100000000.0,0.03,0.5,,1.0,legacy,,20000000.0,0.05,,,,
backtest_results_v9_retention_20260531\avgw3_val_target3_open_to_open_exec1m_cap5_min50\open_execution_summary.csv,32.325068542697856,0.931406422392903,0.2252891480777893,,,,,,1000000.0,0.03,0.5,open_to_open,0.0,legacy,,50000000.0,0.05,,,,
backtest_results_v9_retention_20260531\avgw3_val_target3_execution_cap5_min20_lag1\execution_constrained_summary.csv,28.85747796968896,0.92806451465674,0.1764801154890035,,,,,,100000000.0,0.03,0.3,,1.0,legacy,,20000000.0,0.05,,,,
backtest_results_v9_retention_20260531\v9v10_rankens_val_w50_50_exec100m_cap5_min20\execution_constrained_summary.csv,30.34303984163005,0.9274967051142264,0.1951550074860106,,,,,,100000000.0,0.03,0.4,,,legacy,,20000000.0,0.05,,,,
backtest_results_v9_retention_20260531\final_dynamic_min0p30_val_target3_hold50_open_to_open_exec1m_2xcost\open_execution_summary.csv,28.70534918097372,0.923108810838652,0.1693462905378212,,,,,,1000000.0,0.03,0.5,open_to_open,0.0,dynamic,,20000000.0,0.05,,,,
backtest_results_exp_blend_raw75_avg25_stress_3x\execution_constraint_sweep_summary.csv,28.19880697228665,0.922262216991578,0.2704056044478055,,,,,,1000000.0,0.004,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_exp_blend_raw75_avg25_stress_3x\top_by_sharpe.csv,28.19880697228665,0.922262216991578,0.2704056044478055,,,,,,1000000.0,0.004,0.06,,0.0,legacy,,3000000.0,0.05,,,,
_archive_results_20260604\backtest_results_temporal_retention_20260531\h3h5h7_longonly_val_market_dynamic_hold90\temporal_retention_summary.csv,25.84679638910994,0.9215446867210282,0.1417257043019202,,,,,,,0.2,0.9,,,dynamic,,,,,,equal,
backtest_results_v9_retention_20260531\avgw3_val_target3_open_to_open_exec1m_cap5_min5\open_execution_summary.csv,31.77342059638136,0.9211939362647568,0.2112290770446066,,,,,,1000000.0,0.03,0.5,open_to_open,0.0,legacy,,5000000.0,0.05,,,,
backtest_results_v9_retention_20260531\final_legacy_val_target3_hold50_open_to_open_exec1m_2xcost\open_execution_summary.csv,31.59279462849476,0.9127024555295152,0.2112249395073183,,,,,,1000000.0,0.03,0.5,open_to_open,0.0,legacy,,20000000.0,0.05,,,,
backtest_results_v9_retention_20260531\raw_avgw3_rankblend_val_w25_75_open_to_open_exec1m_cap5_min20\open_execution_summary.csv,30.26219084691839,0.8927941552730503,0.2135889337315705,,,,,,1000000.0,0.03,0.6,open_to_open,0.0,legacy,,20000000.0,0.05,,,,
backtest_results_exp_base_band20_val\execution_constraint_sweep_summary.csv,25.33376397601344,0.8825710364532218,0.234181945362584,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_base_band20_val\top_by_sharpe.csv,25.33376397601344,0.8825710364532218,0.234181945362584,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_v9_retention_20260531\avgw3_val_targetfine_open_to_open_exec1m_cap5_min20_market_dynamic_min0p50\open_execution_summary.csv,28.182096964143422,0.8762453628900598,0.1927173992284118,,,,,,1000000.0,0.035,0.6,open_to_open,0.0,dynamic,,20000000.0,0.05,,,,
backtest_results_exp_topret_band20_val\execution_constraint_sweep_summary.csv,26.915697142350894,0.8673557393965242,0.2751822136655885,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_topret_band20_val\top_by_sharpe.csv,26.915697142350894,0.8673557393965242,0.2751822136655885,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_v9_retention_20260531\avgw3_val_targetfine_open_to_open_exec1m_cap5_min20_market_dynamic_min0p60\open_execution_summary.csv,25.07913728162321,0.7857874307834403,0.2273940079870185,,,,,,1000000.0,0.035,0.6,open_to_open,0.0,dynamic,,20000000.0,0.05,,,,
backtest_results_v9_retention_20260531\v9v10_rankens_val_w25_75_exec100m_cap5_min20\execution_constrained_summary.csv,23.08897920101072,0.7552938495218167,0.2243450370066383,,,,,,100000000.0,0.03,0.3,,,legacy,,20000000.0,0.05,,,,
backtest_results_test_plan_stress_2x_val\execution_constraint_sweep_summary.csv,22.69535358474273,0.7447385985114595,0.1855391041661885,,,,,,1000000.0,0.004,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_test_plan_stress_2x_val\top_by_sharpe.csv,22.69535358474273,0.7447385985114595,0.1855391041661885,,,,,,1000000.0,0.004,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_exp_blend_raw75_avg25_hold100_stress_lag1\execution_constraint_sweep_summary.csv,20.10302720255681,0.7296312486239693,0.2442314673914211,,,,,,500000.0,0.004,0.1,,1.0,legacy,,3000000.0,0.05,,,,
backtest_results_exp_blend_raw75_avg25_hold100_stress_lag1\top_by_sharpe.csv,20.10302720255681,0.7296312486239693,0.2442314673914211,,,,,,500000.0,0.004,0.1,,1.0,legacy,,3000000.0,0.05,,,,
backtest_results_test_plan_share_ledger_stress_lag1\execution_constraint_sweep_summary.csv,19.96139583451413,0.7158862937357074,0.2241200720256234,,,,,,1000000.0,0.004,0.06,,1.0,legacy,,3000000.0,0.05,,,,
backtest_results_test_plan_share_ledger_stress_lag1\top_by_sharpe.csv,19.96139583451413,0.7158862937357074,0.2241200720256234,,,,,,1000000.0,0.004,0.06,,1.0,legacy,,3000000.0,0.05,,,,
backtest_results_v9_retention_20260531\raw_avgw3_rankblend_val_w50_50_open_to_open_exec1m_cap5_min20\open_execution_summary.csv,20.76063380545401,0.6866150308427718,0.2294630468028176,,,,,,1000000.0,0.03,0.6,open_to_open,0.0,legacy,,20000000.0,0.05,,,,
backtest_results_exp_blend_raw75_avg25_stress_lag1\execution_constraint_sweep_summary.csv,17.1144422813718,0.6504753906089519,0.2532344642147741,,,,,,500000.0,0.004,0.06,,1.0,legacy,,3000000.0,0.05,,,,
backtest_results_exp_blend_raw75_avg25_stress_lag1\top_by_sharpe.csv,17.1144422813718,0.6504753906089519,0.2532344642147741,,,,,,500000.0,0.004,0.06,,1.0,legacy,,3000000.0,0.05,,,,
backtest_results_test_plan_small_account_lots_avgw3_val\execution_constraint_sweep_summary.csv,16.04416049265309,0.6148885630550406,0.1681974533507247,,,,,,1000000.0,0.03,0.3,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_test_plan_small_account_lots_avgw3_val\top_by_sharpe.csv,16.04416049265309,0.6148885630550406,0.1681974533507247,,,,,,1000000.0,0.03,0.3,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_v9_retention_20260531\raw_avgw3_rankblend_val_w75_25_open_to_open_exec1m_cap5_min20\open_execution_summary.csv,15.482853794659857,0.5685057363283251,0.2247924220266572,,,,,,1000000.0,0.03,0.6,open_to_open,0.0,legacy,,20000000.0,0.05,,,,
backtest_results_test_plan_stress_3x_val\execution_constraint_sweep_summary.csv,11.472627057991392,0.4815252947676118,0.2112451297426405,,,,,,1000000.0,0.004,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_test_plan_stress_3x_val\top_by_sharpe.csv,11.472627057991392,0.4815252947676118,0.2112451297426405,,,,,,1000000.0,0.004,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_v9_retention_20260531\avgw3_val_targetfine_open_to_open_exec1m_cap5_min20_market_none\open_execution_summary.csv,12.243497262700089,0.4811557681234563,0.3531214742577701,,,,,,1000000.0,0.035,0.6,open_to_open,0.0,none,,20000000.0,0.05,,,,
_archive_results_20260604\backtest_results_temporal_retention_20260531\h3h5h7_seed5591_val_extreme_hold\temporal_retention_summary.csv,7.085395307448006,0.3710753221632405,0.3191855893862511,,,,,,,0.2,0.9,,,none,,,,,,equal,
_archive_results_20260604\backtest_results_temporal_retention_20260531\h3h5h7_longonly_h128_t64_n3000_extreme_hold\temporal_retention_summary.csv,5.45902290850282,0.3352957381253358,0.3360065632860671,,,,,,,0.2,0.9,,,,,,,,,,
_archive_results_20260604\backtest_results_temporal_retention_20260531\h3h5h7_longonly_h128_t64_n3000_wide_nocost\temporal_retention_summary.csv,4.996649431322497,0.3274529692793549,0.3904304904750191,,,,,,,0.3,0.4,,,,,,,,,,
_archive_results_20260604\backtest_results_temporal_retention_20260531\h3h5h7_longonly_h128_t64_n3000_ultrawide\temporal_retention_summary.csv,3.8879328519886514,0.3003041417841251,0.3670495840907677,,,,,,,0.3,0.7,,,,,,,,,,
_archive_results_20260604\backtest_results_temporal_retention_20260531\h3h5h7_longonly_h128_t64_n3000_wide\temporal_retention_summary.csv,0.0120367193314985,0.2245522080368571,0.4079182978926465,,,,,,,0.15,0.5,,,,,,,,,,
_archive_results_20260604\backtest_results_temporal_retention_20260531\target_sampler_extreme_hold_compare\temporal_retention_summary.csv,1.681379914004788,0.2231070237201386,0.3095504869355016,,,,,,,0.4,0.8,,,,,,,,,,
_archive_results_20260604\backtest_results_temporal_retention_20260531\h3h5h7_longonly_rank_linear_weight\temporal_retention_summary.csv,-2.907365410432683,0.1555110488366492,0.3828118884736778,,,,,,,0.2,0.9,,,,,,,,,rank_linear,
_archive_results_20260604\backtest_results_temporal_retention_20260531\h3h5h7_longonly_h128_t64_n3000\temporal_retention_summary.csv,-5.345728945808748,0.1252644841562152,0.4300380014858077,,,,,,,0.05,0.3,,,,,,,,,,
_archive_results_20260604\backtest_results_temporal_retention_20260531\target_sampler_wide_compare\temporal_retention_summary.csv,-2.901333037238518,0.0939908173837317,0.3293951433972608,,,,,,,0.3,0.5,,,,,,,,,,
backtest_results_test_plan_stress_lag1_val\execution_constraint_sweep_summary.csv,-4.667721738894093,0.0478770841292514,0.2672667039735428,,,,,,1000000.0,0.004,0.06,,1.0,legacy,,3000000.0,0.05,,,,
backtest_results_test_plan_stress_lag1_val\top_by_sharpe.csv,-4.667721738894093,0.0478770841292514,0.2672667039735428,,,,,,1000000.0,0.004,0.06,,1.0,legacy,,3000000.0,0.05,,,,
_archive_results_20260604\backtest_results_temporal_retention_20260531\h3h5h7_longonly_alpha_positive_weight\temporal_retention_summary.csv,-9.48282111507045,-0.0013851512199548,0.4084812301932394,,,,,,,0.4,0.9,,,,,,,,,alpha_positive,
forward_results\frozen_v9_avgw3\primary_ledger_20260519_20260611_funda_fixed\execution_constraint_sweep_summary.csv,-52.61195729835284,-2.569054783317795,0.0797562129908328,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,,,,
forward_results\frozen_v9_avgw3\primary_ledger_20260519_20260611_funda_fixed\top_by_sharpe.csv,-52.61195729835284,-2.569054783317795,0.0797562129908328,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,,,,
forward_results\shadow_rebalance_band20\ledger_20260519_20260611\execution_constraint_sweep_summary.csv,-61.15405400062164,-2.7832568690450725,0.0789019932522055,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
forward_results\shadow_rebalance_band20\ledger_20260519_20260611\top_by_sharpe.csv,-61.15405400062164,-2.7832568690450725,0.0789019932522055,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
forward_results\frozen_v9_avgw3\primary_ledger_20260519_20260611\execution_constraint_sweep_summary.csv,-62.68217645212456,-2.8858374339324384,0.0804018413523677,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,,,,
forward_results\frozen_v9_avgw3\primary_ledger_20260519_20260611\top_by_sharpe.csv,-62.68217645212456,-2.8858374339324384,0.0804018413523677,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,,,,
forward_results\m0_v3_20260615\summary.csv,-72.82849300000669,-4.200420565698377,0.1131289960749022,,m0,,,,1000000.0,0.006,0.1,,0.0,legacy,,,,0.2,,,
forward_results\m0_v3_20260615\v4_forward_summary.csv,-72.82849300000669,-4.200420565698377,0.1131289960749022,,m0,,,,1000000.0,0.006,0.1,,0.0,legacy,,,,0.2,,,
forward_results\m0_v41_20260615\summary.csv,-72.82849300000669,-4.200420565698377,0.1131289960749022,,m0,,base,,1000000.0,0.006,0.1,,0.0,legacy,,,,0.2,,,
forward_results\shadow_raw75_avg25\ledger_20260519_20260611\execution_constraint_sweep_summary.csv,-74.83307814547805,-4.434875831823398,0.1041677532566739,,,,,,500000.0,0.004,0.1,,0.0,legacy,,3000000.0,0.05,,,,
forward_results\shadow_raw75_avg25\ledger_20260519_20260611\top_by_sharpe.csv,-74.83307814547805,-4.434875831823398,0.1041677532566739,,,,,,500000.0,0.004,0.1,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_small_account_smoke_20260612\execution_constraint_sweep_summary.csv,-50.00427506429055,-6.902636416898761,0.0555627068454153,,,,,,500000.0,0.03,0.3,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_small_account_smoke_20260612\top_by_sharpe.csv,-50.00427506429055,-6.902636416898761,0.0555627068454153,,,,,,500000.0,0.03,0.3,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_test_plan_v9_smoke5\v9_retention_summary.csv,-40.15715917658393,-12.979423912978714,0.0121512188387654,val,,,,,,0.03,0.4,,,legacy,,,,,v9_raw,equal,
