path,ann,sharpe,mdd,split,model,strategy,scenario,transform,portfolio_value,target_frac,hold_frac,return_mode,execution_lag,market_timing_mode,dynamic_min_mult,min_adv_cny,adv_participation_cap,rebalance_band,predictor,weight_mode,reliability
backtest_results_exp_band20_mintrade_val\top_by_sharpe.csv,58.805272036261,1.598177513169787,0.1546072455442367,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_consensus_geo_val\ledger\execution_constraint_sweep_summary.csv,56.66279171258826,1.597841192995825,0.1821840607218859,,,,,,1000000.0,0.01,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_exp_consensus_geo_val\ledger\top_by_sharpe.csv,56.66279171258826,1.597841192995825,0.1821840607218859,,,,,,1000000.0,0.01,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_exp_band20_ranktilt_val\execution_constraint_sweep_summary.csv,58.8274466714839,1.597317081198393,0.1547681748688182,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_band20_ranktilt_val\top_by_sharpe.csv,58.8274466714839,1.597317081198393,0.1547681748688182,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_band20_volpen_val\execution_constraint_sweep_summary.csv,58.8274466714839,1.597317081198393,0.1547681748688182,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_band20_volpen_val\top_by_sharpe.csv,58.8274466714839,1.597317081198393,0.1547681748688182,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_legacy_bear60_val\execution_constraint_sweep_summary.csv,57.26251728559464,1.5926910256133648,0.1463221563029464,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_exp_legacy_bear60_val\top_by_sharpe.csv,57.26251728559464,1.5926910256133648,0.1463221563029464,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_exp_pairwise_w001_avgw3_val\v9_retention_summary.csv,73.18461466158594,1.5882211091539449,0.1673320809433151,val,,,,,,0.006,0.1,,,legacy,,,,,v9_raw_persistent_average_w3,equal,
backtest_results_exp_topic_pairwise_blend_70_val\ledger\execution_constraint_sweep_summary.csv,57.15366330416829,1.587208288516604,0.1468805609643804,,,,,,500000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_topic_pairwise_blend_70_val\ledger\top_by_sharpe.csv,57.15366330416829,1.587208288516604,0.1468805609643804,,,,,,500000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_v9_retention_20260531\topfocus_avgw3_val_legacy_finegrid\v9_retention_summary.csv,64.11805978591715,1.5842416696451131,0.1662201587515846,val,,,,,,0.03,0.25,,,legacy,,,,,v9_raw_persistent_average_w3,equal,
backtest_results_exp_band20_rankshrink_val\execution_constraint_sweep_summary.csv,58.21935484679468,1.5826998557502014,0.1558585815155992,,,,,,500000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_band20_rankshrink_val\top_by_sharpe.csv,58.21935484679468,1.5826998557502014,0.1558585815155992,,,,,,500000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_base_avgw3_val\v9_retention_summary.csv,67.25269166357013,1.5805718177749857,0.2033114362259219,val,,,,,,0.006,0.1,,,legacy,,,,,v9_raw_persistent_average_w3,equal,
backtest_results_test_plan_v9_avgw3_val\v9_retention_summary.csv,62.94697745117603,1.5782207145587472,0.1538762897865639,val,,,,,,0.03,0.3,,,legacy,,,,,v9_raw_persistent_average_w3,equal,
backtest_results_exp_topic_pairwise_blend_90_val\ledger\execution_constraint_sweep_summary.csv,55.643116164256746,1.5779830464971694,0.1600599036583646,,,,,,500000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_topic_pairwise_blend_90_val\ledger\top_by_sharpe.csv,55.643116164256746,1.5779830464971694,0.1600599036583646,,,,,,500000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_ablate_fundamental_avgw3_val\v9_retention_summary.csv,68.30910688432583,1.5687477873527682,0.1823254137174347,val,,,,,,0.006,0.1,,,legacy,,,,,v9_raw_persistent_average_w3,equal,
backtest_results_exp_blend_raw50_avg50_val\ledger\execution_constraint_sweep_summary.csv,55.18793177488466,1.568474927934477,0.1848487086581796,,,,,,1000000.0,0.01,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_exp_blend_raw50_avg50_val\ledger\top_by_sharpe.csv,55.18793177488466,1.568474927934477,0.1848487086581796,,,,,,1000000.0,0.01,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_exp_consensus_min_val\ledger\execution_constraint_sweep_summary.csv,57.51901364264711,1.5655471681485125,0.236988797819494,,,,,,1000000.0,0.006,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_exp_consensus_min_val\ledger\top_by_sharpe.csv,57.51901364264711,1.5655471681485125,0.236988797819494,,,,,,1000000.0,0.006,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_test_plan_share_ledger_candidate_sweep_val\execution_constraint_sweep_summary.csv,56.38565940897129,1.5434505632742894,0.1569216507799539,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_test_plan_share_ledger_candidate_sweep_val\top_by_sharpe.csv,56.38565940897129,1.5434505632742894,0.1569216507799539,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,,,,
reranker_validation_20260615\regression_v3\summary.csv,54.12908080427818,1.5422226314321907,0.1557940217199017,,regression_v3,,base,,1000000.0,0.006,0.1,,0.0,legacy,,,,0.2,,,
reranker_validation_20260615\meta_gate_v41\summary.csv,55.842988549303584,1.5384330502542574,0.1556117940263464,,v41,,base,,1000000.0,0.006,0.1,,0.0,legacy,,,,0.2,,,
backtest_results_exp_market_dynamic_val\execution_constraint_sweep_summary.csv,44.67559704464341,1.5022189897600873,0.1116589376200821,,,,,,1000000.0,0.006,0.1,,0.0,dynamic,,3000000.0,0.05,,,,
backtest_results_exp_market_dynamic_val\top_by_sharpe.csv,44.67559704464341,1.5022189897600873,0.1116589376200821,,,,,,1000000.0,0.006,0.1,,0.0,dynamic,,3000000.0,0.05,,,,
backtest_results_test_plan_share_ledger_avgw3_val\execution_constraint_sweep_summary.csv,54.174039575600496,1.4973179829924583,0.1786304771576831,,,,,,1000000.0,0.004,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_test_plan_share_ledger_avgw3_val\top_by_sharpe.csv,54.174039575600496,1.4973179829924583,0.1786304771576831,,,,,,1000000.0,0.004,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_exp_blend_raw25_avg75_val\ledger\execution_constraint_sweep_summary.csv,51.83734146992314,1.4905804427828548,0.189834378078263,,,,,,1000000.0,0.01,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_exp_blend_raw25_avg75_val\ledger\top_by_sharpe.csv,51.83734146992314,1.4905804427828548,0.189834378078263,,,,,,1000000.0,0.01,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_exp_market_dynamic_min35_val\execution_constraint_sweep_summary.csv,46.32642100484416,1.4886078147227026,0.1267840520293681,,,,,,1000000.0,0.006,0.1,,0.0,dynamic,,3000000.0,0.05,,,,
backtest_results_exp_market_dynamic_min35_val\top_by_sharpe.csv,46.32642100484416,1.4886078147227026,0.1267840520293681,,,,,,1000000.0,0.006,0.1,,0.0,dynamic,,3000000.0,0.05,,,,
backtest_results_exp_rank_smooth_w3_val\ledger\execution_constraint_sweep_summary.csv,52.83690381720807,1.485938310249308,0.154569197522911,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_rank_smooth_w3_val\ledger\top_by_sharpe.csv,52.83690381720807,1.485938310249308,0.154569197522911,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_legacy_bear80_val\execution_constraint_sweep_summary.csv,54.734266009122855,1.4783281809356477,0.1683747235784558,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_exp_legacy_bear80_val\top_by_sharpe.csv,54.734266009122855,1.4783281809356477,0.1683747235784558,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_exp_pairwise_w001_band20_val\execution_constraint_sweep_summary.csv,54.1915667942873,1.4689632590062298,0.1649580567840748,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_pairwise_w001_band20_val\top_by_sharpe.csv,54.1915667942873,1.4689632590062298,0.1649580567840748,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_rank_smooth_w4_val\ledger\execution_constraint_sweep_summary.csv,50.24861120469573,1.4641548178088544,0.1581555484737408,,,,,,500000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_rank_smooth_w4_val\ledger\top_by_sharpe.csv,50.24861120469573,1.4641548178088544,0.1581555484737408,,,,,,500000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_v9_retention_20260531\topfocus_avgw3_val_legacy_finegrid_cost2x\v9_retention_summary.csv,56.264066858884455,1.4578408113334562,0.1642640583108025,val,,,,,,0.03,0.3,,,legacy,,,,,v9_raw_persistent_average_w3,equal,
backtest_results_exp_market_dynamic_min50_val\execution_constraint_sweep_summary.csv,47.144037377354685,1.4080834071737764,0.1590249040540508,,,,,,1000000.0,0.006,0.1,,0.0,dynamic,,3000000.0,0.05,,,,
backtest_results_exp_market_dynamic_min50_val\top_by_sharpe.csv,47.144037377354685,1.4080834071737764,0.1590249040540508,,,,,,1000000.0,0.006,0.1,,0.0,dynamic,,3000000.0,0.05,,,,
backtest_results_exp_rebalance_band20_stress_2x\execution_constraint_sweep_summary.csv,48.87773361659915,1.395498471978322,0.1694626935063582,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_rebalance_band20_stress_2x\top_by_sharpe.csv,48.87773361659915,1.395498471978322,0.1694626935063582,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_rebalance_band10_pv1m_stress_2x\execution_constraint_sweep_summary.csv,48.404050333710224,1.3845875279561402,0.1681183783998225,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.1,,,
backtest_results_exp_rebalance_band10_pv1m_stress_2x\top_by_sharpe.csv,48.404050333710224,1.3845875279561402,0.1681183783998225,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.1,,,
backtest_results_exp_rank_smooth_w2_val\ledger\execution_constraint_sweep_summary.csv,47.14468077543115,1.3753674125218376,0.160313127027152,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_rank_smooth_w2_val\ledger\top_by_sharpe.csv,47.14468077543115,1.3753674125218376,0.160313127027152,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
reranker_validation_20260615\conservative_v1\summary.csv,48.60859751133626,1.3652968274115296,0.1746863477548478,,k3_m0w075,,base,,1000000.0,0.006,0.1,,0.0,legacy,,,,0.2,,,
reranker_validation_20260615\gated_v4\summary.csv,47.08539729865129,1.3555003461388593,0.1733456018622109,,gated_v4,,base,,500000.0,0.006,0.1,,0.0,legacy,,,,0.2,,,
backtest_results_exp_rank_smooth_w5_val\ledger\execution_constraint_sweep_summary.csv,45.855512527681874,1.3481381168893802,0.1740024768758578,,,,,,500000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_rank_smooth_w5_val\ledger\top_by_sharpe.csv,45.855512527681874,1.3481381168893802,0.1740024768758578,,,,,,500000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_test_plan_share_ledger_smoke\execution_constrained_summary.csv,50.87899851749456,1.3452428555701887,0.2093676195521398,,,,,,500000.0,0.004,0.06,,0.0,legacy,,3000000.0,0.05,,,,
reranker_validation_20260615\reranker_validation_summary.csv,45.727887762318375,1.3265359290103005,0.1741407055507812,,m0w100,,base,maxret095,500000.0,0.006,0.1,,0.0,legacy,,,,0.2,,,
reranker_validation_20260615\regression_v2\summary.csv,46.65397835988279,1.324690192539633,0.1758451286702705,,regression_v2,,base,,1000000.0,0.006,0.1,,0.0,legacy,,,,0.2,,,
backtest_results_exp_topret_avgw3_val\v9_retention_summary.csv,58.02918715641989,1.3147365941079456,0.2601698576659898,val,,,,,,0.006,0.1,,,legacy,,,,,v9_raw_persistent_average_w3,equal,
backtest_results_exp_market_dynamic_min65_val\execution_constraint_sweep_summary.csv,46.845053246640056,1.3136336431182714,0.2032232343433493,,,,,,1000000.0,0.006,0.1,,0.0,dynamic,,3000000.0,0.05,,,,
backtest_results_exp_market_dynamic_min65_val\top_by_sharpe.csv,46.845053246640056,1.3136336431182714,0.2032232343433493,,,,,,1000000.0,0.006,0.1,,0.0,dynamic,,3000000.0,0.05,,,,
backtest_results_exp_blend_raw75_avg25_hold100_stress_2x\execution_constraint_sweep_summary.csv,44.8296790930315,1.30208360668139,0.252999937564552,,,,,,1000000.0,0.004,0.1,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_exp_blend_raw75_avg25_hold100_stress_2x\top_by_sharpe.csv,44.8296790930315,1.30208360668139,0.252999937564552,,,,,,1000000.0,0.004,0.1,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_v9_retention_20260531\topfocus_avgw3_val_legacy_widegrid\v9_retention_summary.csv,45.454860114509565,1.3019604182164817,0.1492580837647298,val,,,,,,0.1,0.5,,,legacy,,,,,v9_raw_persistent_average_w3,equal,
backtest_results_test_plan_share_ledger_primary_stress_2x\execution_constraint_sweep_summary.csv,44.407330039501616,1.2980764596967134,0.176300189690554,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_test_plan_share_ledger_primary_stress_2x\top_by_sharpe.csv,44.407330039501616,1.2980764596967134,0.176300189690554,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,,,,
downside_topfocus_validation_20260616\candidate_validation_summary.csv,44.32812459469084,1.2774454793432015,0.1738699472334804,,d003_t001_e6,,base,maxret095,1000000.0,0.006,0.1,,0.0,legacy,,,,0.2,,,
backtest_results_exp_blend_raw75_avg25_stress_2x\execution_constraint_sweep_summary.csv,43.79331796866892,1.2734347352701083,0.244556243601362,,,,,,1000000.0,0.004,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_exp_blend_raw75_avg25_stress_2x\top_by_sharpe.csv,43.79331796866892,1.2734347352701083,0.244556243601362,,,,,,1000000.0,0.004,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_exp_ablate_fundamental_share_ledger_val\execution_constraint_sweep_summary.csv,42.325717867172365,1.2647435749381302,0.1916930259914189,,,,,,500000.0,0.004,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_exp_ablate_fundamental_share_ledger_val\top_by_sharpe.csv,42.325717867172365,1.2647435749381302,0.1916930259914189,,,,,,500000.0,0.004,0.06,,0.0,legacy,,3000000.0,0.05,,,,
m0_topfocus_validation_20260614\portfolio\candidate_validation_summary.csv,42.173457965895935,1.2518552005237569,0.1700195791239286,,m1_nomulti_topfocus_w005_e6,,base,maxret095,500000.0,0.006,0.1,,0.0,legacy,,,,0.2,,,
backtest_results_v9_retention_20260531\avgw3_val_execution_sensitivity_20260531\execution_constraint_sweep_summary.csv,43.92146626872106,1.2459060341696615,0.1632940258182409,,,,,,100000000.0,0.03,0.3,,,legacy,,20000000.0,0.03,,,,
backtest_results_v9_retention_20260531\avgw3_val_execution_sensitivity_20260531\top_by_sharpe.csv,43.92146626872106,1.2459060341696615,0.1632940258182409,,,,,,100000000.0,0.03,0.3,,,legacy,,20000000.0,0.03,,,,
backtest_results_v9_retention_20260531\avgw3_val_target3_execution_cap5_adv20m_holdgrid\execution_constrained_summary.csv,43.96798836698612,1.245796858175405,0.1623587040711468,,,,,,100000000.0,0.03,0.3,,,legacy,,20000000.0,0.05,,,,
backtest_results_test_plan_share_ledger_stress_2x\execution_constraint_sweep_summary.csv,41.355917976956704,1.2295335272608148,0.2013671335913993,,,,,,1000000.0,0.004,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_test_plan_share_ledger_stress_2x\top_by_sharpe.csv,41.355917976956704,1.2295335272608148,0.2013671335913993,,,,,,1000000.0,0.004,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_v9_retention_20260531\raw_val_target3_execution_cap5_adv20m\execution_constrained_summary.csv,42.82755523813686,1.2259244689962818,0.1607751916741093,,,,,,100000000.0,0.03,0.4,,,legacy,,20000000.0,0.05,,,,
backtest_results_v9_retention_20260531\raw_val_target3_execution_cap5_adv20m_holdgrid\execution_constrained_summary.csv,42.82755523813686,1.2259244689962818,0.1607751916741093,,,,,,100000000.0,0.03,0.4,,,legacy,,20000000.0,0.05,,,,
backtest_results_v9_retention_20260531\topfocus_compositew3_val_legacy_target3\v9_retention_summary.csv,47.38801059907731,1.2202504990329337,0.1578423371593486,val,,,,,,0.03,0.4,,,legacy,,,,,v9_raw_persistent_composite_w3,equal,
backtest_results_test_plan_small_account_avgw3_val\execution_constraint_sweep_summary.csv,41.82919944825294,1.2107809031955896,0.167721337666782,,,,,,500000.0,0.03,0.3,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_test_plan_small_account_avgw3_val\top_by_sharpe.csv,41.82919944825294,1.2107809031955896,0.167721337666782,,,,,,500000.0,0.03,0.3,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_test_plan_small_account_raw_val\execution_constraint_sweep_summary.csv,41.7069891035448,1.203703321249392,0.1605591722343451,,,,,,500000.0,0.03,0.3,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_test_plan_small_account_raw_val\top_by_sharpe.csv,41.7069891035448,1.203703321249392,0.1605591722343451,,,,,,500000.0,0.03,0.3,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_exp_rebalance_band20_stress_3x\execution_constraint_sweep_summary.csv,39.01287392224268,1.183245333938983,0.1862845537287239,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_rebalance_band20_stress_3x\top_by_sharpe.csv,39.01287392224268,1.183245333938983,0.1862845537287239,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_v9_retention_20260531\avgw3_val_target3_execution_cap5_adv20m\execution_constrained_summary.csv,40.38413133124021,1.1709385647861343,0.1754626501452051,,,,,,100000000.0,0.03,0.25,,,legacy,,20000000.0,0.05,,,,
backtest_results_exp_rebalance_band10_pv1m_stress_3x\execution_constraint_sweep_summary.csv,38.08158571882794,1.1615488003184322,0.1853090362516337,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.1,,,
backtest_results_exp_rebalance_band10_pv1m_stress_3x\top_by_sharpe.csv,38.08158571882794,1.1615488003184322,0.1853090362516337,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,0.1,,,
backtest_results_exp_market_none_val\execution_constraint_sweep_summary.csv,46.47608670776973,1.1383315187273486,0.3015188755697501,,,,,,1000000.0,0.006,0.1,,0.0,none,,3000000.0,0.05,,,,
backtest_results_exp_market_none_val\top_by_sharpe.csv,46.47608670776973,1.1383315187273486,0.3015188755697501,,,,,,1000000.0,0.006,0.1,,0.0,none,,3000000.0,0.05,,,,
backtest_results_v9_retention_20260531\avgw3_val_target3_execution_cap5_adv20m_hold3040_cost2x\execution_constrained_summary.csv,38.24558281626813,1.1261259146754914,0.1724565375434041,,,,,,100000000.0,0.03,0.3,,,legacy,,20000000.0,0.05,,,,
backtest_results_v9_retention_20260531\topfocus_avgw3_val_legacy\v9_retention_summary.csv,34.00816079836198,1.0880718282397135,0.1499455897421459,val,,,,,,0.3,0.8,,,legacy,,,,,v9_raw_persistent_average_w3,equal,
backtest_results_temporal_retention_20260604_v10_v9warm_toploss\temporal_retention_summary.csv,34.37846103324122,1.0872719647072535,0.1671527477618197,,,,,,,0.03,0.4,,,legacy,,,,,,equal,
backtest_results_exp_rebalance_band20_stress_lag1\execution_constraint_sweep_summary.csv,34.11847666355037,1.0827667094642508,0.1578077772161154,,,,,,500000.0,0.006,0.1,,1.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_exp_rebalance_band20_stress_lag1\top_by_sharpe.csv,34.11847666355037,1.0827667094642508,0.1578077772161154,,,,,,500000.0,0.006,0.1,,1.0,legacy,,3000000.0,0.05,0.2,,,
backtest_results_test_plan_share_ledger_primary_stress_3x\execution_constraint_sweep_summary.csv,33.00278749279579,1.0443112035007256,0.1962618657722821,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_test_plan_share_ledger_primary_stress_3x\top_by_sharpe.csv,33.00278749279579,1.0443112035007256,0.1962618657722821,,,,,,1000000.0,0.006,0.1,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_v9_retention_20260531\avgw3_val_targetfine_open_to_open_exec1m_cap5_min20_market_dynamic\open_execution_summary.csv,32.42950554228214,1.0436920740316944,0.1568897905457921,,,,,,1000000.0,0.035,0.6,open_to_open,0.0,dynamic,,20000000.0,0.05,,,,
backtest_results_v9_retention_20260531\v9v10_rankens_val_w75_25_exec100m_cap5_min20\execution_constrained_summary.csv,34.32874322489232,1.0301292234374453,0.1805336557692335,,,,,,100000000.0,0.03,0.4,,,legacy,,20000000.0,0.05,,,,
backtest_results_v9_retention_20260531\avgw3_val_targetfine_open_to_open_exec1m_cap5_min20_market_dynamic_min0p30\open_execution_summary.csv,32.67054105141649,1.0297663690018664,0.1611881422626759,,,,,,1000000.0,0.035,0.6,open_to_open,0.0,dynamic,,20000000.0,0.05,,,,
backtest_results_exp_rebalance_band10_pv1m_stress_lag1\execution_constraint_sweep_summary.csv,32.2896035283067,1.0273975736627643,0.1644655424318465,,,,,,1000000.0,0.006,0.1,,1.0,legacy,,3000000.0,0.05,0.1,,,
backtest_results_exp_rebalance_band10_pv1m_stress_lag1\top_by_sharpe.csv,32.2896035283067,1.0273975736627643,0.1644655424318465,,,,,,1000000.0,0.006,0.1,,1.0,legacy,,3000000.0,0.05,0.1,,,
backtest_results_v9_retention_20260531\avgw3_val_targetfine_open_to_open_exec1m_cap5_min20\open_execution_summary.csv,36.64967653824569,1.0241669619481375,0.2020799197507218,,,,,,1000000.0,0.035,0.6,open_to_open,0.0,legacy,,20000000.0,0.05,,,,
_archive_results_20260604\backtest_results_temporal_retention_20260531\h3h5h7_seed5590_5591_rankens_val_legacy\temporal_retention_summary.csv,33.97396478226771,1.0117072528379436,0.1735750513666152,,,,,,,0.2,0.8,,,legacy,,,,,,equal,
_archive_results_20260604\backtest_results_temporal_retention_20260531\h3h5h7_seed5591_val_legacy_t20t30\temporal_retention_summary.csv,32.3759546978047,1.004498478623068,0.1631747048428832,,,,,,,0.3,0.8,,,legacy,,,,,,equal,
backtest_results_test_plan_fixed_names_avgw3_val\execution_constraint_sweep_summary.csv,34.852386260511125,1.00387646157573,0.1633925305952363,,,,,,1000000.0,0.004,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_test_plan_fixed_names_avgw3_val\top_by_sharpe.csv,34.852386260511125,1.00387646157573,0.1633925305952363,,,,,,1000000.0,0.004,0.06,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_v9_retention_20260531\avgw3_val_target3_open_to_open_exec1m_cap5_min20_holdfine_mw0p03\open_execution_summary.csv,35.639309891621295,1.00147444470071,0.2110951011319165,,,,,,1000000.0,0.03,0.6,open_to_open,0.0,legacy,,20000000.0,0.05,,,,
backtest_results_v9_retention_20260531\avgw3_val_target3_open_to_open_exec1m_cap5_min20_holdfine_mw0p04\open_execution_summary.csv,35.639309891621295,1.00147444470071,0.2110951011319165,,,,,,1000000.0,0.03,0.6,open_to_open,0.0,legacy,,20000000.0,0.05,,,,
backtest_results_v9_retention_20260531\avgw3_val_target3_open_to_open_exec1m_cap5_min20_holdfine_mw0p05\open_execution_summary.csv,35.639309891621295,1.00147444470071,0.2110951011319165,,,,,,1000000.0,0.03,0.6,open_to_open,0.0,legacy,,20000000.0,0.05,,,,
backtest_results_test_plan_share_ledger_primary_stress_lag1\execution_constraint_sweep_summary.csv,30.87072986098405,0.9914734854340796,0.1672073819501756,,,,,,1000000.0,0.006,0.1,,1.0,legacy,,3000000.0,0.05,,,,
backtest_results_test_plan_share_ledger_primary_stress_lag1\top_by_sharpe.csv,30.87072986098405,0.9914734854340796,0.1672073819501756,,,,,,1000000.0,0.006,0.1,,1.0,legacy,,3000000.0,0.05,,,,
_archive_results_20260604\backtest_results_temporal_retention_20260531\h3h5h7_longonly_val_market_legacy_t30h80\temporal_retention_summary.csv,32.65292257361387,0.991358482898356,0.167256263899736,,,,,,,0.3,0.8,,,legacy,,,,,,equal,
backtest_results_v9_retention_20260531\avgw3_val_target3_open_to_open_exec100m_cap5_min20\open_execution_summary.csv,35.46179729221337,0.9892816311779966,0.2043638272733063,,,,,,100000000.0,0.03,0.5,open_to_open,0.0,legacy,,20000000.0,0.05,,,,
backtest_results_v9_retention_20260531\avgw3_val_target3_open_to_open_exec1m_cap5_min20\open_execution_summary.csv,35.46179729221337,0.9892816311779966,0.2043638272733063,,,,,,1000000.0,0.03,0.5,open_to_open,0.0,legacy,,20000000.0,0.05,,,,
backtest_results_v9_retention_20260531\avgw3_val_target3_open_to_open_exec1m_cap5_min20_rerun\open_execution_summary.csv,35.46179729221337,0.9892816311779966,0.2043638272733063,,,,,,1000000.0,0.03,0.5,open_to_open,0.0,legacy,,20000000.0,0.05,,,,
backtest_results_v9_retention_20260531\avgw3_val_target3_open_to_close_exec1m_cap5_min20\open_execution_summary.csv,29.05169957793987,0.9737431916908303,0.1574016429135884,,,,,,1000000.0,0.03,0.3,open_to_close,0.0,legacy,,20000000.0,0.05,,,,
backtest_results_v9_retention_20260531\avgw3_val_targetfine_open_to_open_exec1m_cap5_min20_market_dynamic_min0p40\open_execution_summary.csv,31.25590405246532,0.9725800093490816,0.1698219040911092,,,,,,1000000.0,0.035,0.6,open_to_open,0.0,dynamic,,20000000.0,0.05,,,,
_archive_results_20260604\backtest_results_temporal_retention_20260531\h3h5h7_longonly_val_market_legacy_one\temporal_retention_summary.csv,32.72039742013819,0.9725705583616696,0.173885411455439,,,,,,,0.2,0.8,,,legacy,,,,,,equal,
backtest_results_exp_blend_raw75_avg25_hold100_stress_3x\execution_constraint_sweep_summary.csv,30.03990827025657,0.9706985548040784,0.2800695082728474,,,,,,1000000.0,0.004,0.1,,0.0,legacy,,3000000.0,0.05,,,,
backtest_results_exp_blend_raw75_avg25_hold100_stress_3x\top_by_sharpe.csv,30.03990827025657,0.9706985548040784,0.2800695082728474,,,,,,1000000.0,0.004,0.1,,0.0,legacy,,3000000.0,0.05,,,,
_archive_results_20260604\backtest_results_temporal_retention_20260531\h3h5h7_seed5592_val_legacy_t20t30\temporal_retention_summary.csv,29.65548712100852,0.9673159994466896,0.1617772840914616,,,,,,,0.3,0.8,,,legacy,,,,,,equal,
